,withoutThreshold,withThreshold,thresholdValue
156,83768,136516,225
157,9627,85033,225
158,29744,88832,225
159,36243,81665,225
160,13534,85033,225
161,7495,98049,225
162,402,85033,225
163,72846,85033,225
164,9525,48935,225
165,13252,85033,225
166,8563,50459,225
167,2273,87584,225
168,27484,87584,225
169,30966,21377,225
170,5440,62822,225
171,154,207195,225
172,285,85033,225
173,64362,59943,225
174,6244,122181,225
175,16,125101,225
176,83769,85033,225
177,196118,85033,225
178,26397,13591,225
179,271,74630,225
180,3229,68934,225
181,53595,85033,225
182,135,90809,225
183,18479,69638,225
184,132867,32273,225
185,3764,124455,225
186,1759,85033,225
187,2350,85033,225
188,3919,173875,225
189,42008,44392,225
190,2698,55541,225
191,63951,85033,225
192,2266,85033,225
193,6256,20999,225
194,41162,136201,225
195,3475,21377,225
196,20327,85033,225
197,4158,85033,225
198,1561,85033,225
199,1399,85033,225
200,2481,101008,250
201,76120,116963,250
202,14239,101008,250
203,4874,101008,250
204,293,127878,250
205,16561,205241,250
206,4550,116963,250
207,3452,119023,250
208,174,83496,250
209,8101,131202,250
210,10680,87357,250
211,7715,94275,250
212,20967,76456,250
213,2145,73204,250
214,541,116963,250
215,3466,116963,250
216,195,208091,250
217,129877,122590,250
218,14676,106047,250
219,442,116963,250
220,218,88983,250
221,318,76456,250
222,24,116963,250
223,7486,141323,250
224,6,94874,250
225,70127,116963,250
226,5036,116963,250
227,10408,116963,250
228,2816,116963,250
229,5909,116963,250
230,26,116963,250
231,863,116963,250
232,13656,116963,250
233,1670,116963,250
234,187,116963,250
235,20142,117366,250
236,47012,115763,250
237,19,131202,250
238,5140,111427,250
239,63868,118631,250
240,541,116963,250
241,1449,116963,250
242,460,131202,250
243,96,65700,250
244,46498,211604,250
245,30797,122590,250
246,3262,116963,250
247,602,127878,250
248,55138,116963,250
249,157193,110247,250
250,4728,119928,275
251,91,54879,275
252,255,82939,275
253,48677,82939,275
254,56726,80919,275
255,2131,82939,275
256,152,82939,275
257,8835,82939,275
258,4118,169147,275
259,11533,74373,275
260,8139,82939,275
261,633,118454,275
262,3176,82939,275
263,5121,82939,275
264,1093,67595,275
265,7757,82939,275
266,36920,120423,275
267,1228,82939,275
268,67710,82939,275
269,1623,82939,275
270,3163,82939,275
271,41561,80919,275
272,6564,74373,275
273,14143,169147,275
274,26564,67595,275
275,19877,109888,275
276,2877,82939,275
277,7697,82939,275
278,23052,92306,275
279,29827,58919,275
280,10180,92306,275
281,162,119928,275
282,22368,70766,275
283,3054,82939,275
284,1347,119928,275
285,4665,74373,275
286,42560,82939,275
287,25758,82939,275
288,17754,82939,275
289,1799,72028,275
290,354,82939,275
291,3848,82939,275
292,15063,101341,275
293,9193,67595,275
294,23,82939,275
295,7415,82939,275
296,15911,67595,275
297,776,118454,275
298,353,82939,275
299,4320,82939,275
300,8370,158173,300
301,955,184350,300
302,781,158173,300
303,6113,199300,300
304,702,158173,300
305,71854,158173,300
306,2393,158173,300
307,32783,158173,300
308,5997,158173,300
309,15229,158173,300
310,119875,155541,300
311,32,158173,300
312,416,155541,300
313,14743,158173,300
314,29,158173,300
315,19528,158173,300
316,4595,186187,300
317,3574,156719,300
318,371,158173,300
319,27458,158173,300
320,314,199300,300
321,15,158173,300
322,2888,158173,300
323,38158,156719,300
324,83484,158173,300
325,5240,169364,300
326,8016,170240,300
327,14461,158173,300
328,42994,129468,300
329,3841,186187,300
330,8410,158173,300
331,3455,158173,300
332,12068,158173,300
333,17783,220770,300
334,96,158073,300
335,0,158173,300
336,13203,158173,300
337,7180,129468,300
338,2846,158173,300
339,20259,158173,300
340,4700,158173,300
341,839,220770,300
342,65851,158173,300
343,1518,158173,300
344,4837,158173,300
345,16,156719,300
346,4117,158173,300
347,5327,158173,300
348,56284,158173,300
349,396,158173,300
